rec_idx,키워드,수집일시,등록일,날짜구분,기업명,공고제목,직무카테고리,근무지역,경력,학력,고용형태,마감일,공고링크,매칭타겟명
54472930,해외영업,2026-07-19 15:46:59,2026-07-15,수정일,유아이엘(주),유아이엘(주) 본사 영업팀 경력직 채용,"영업관리, ,, 영업, ,, 영업기획, ,, 기타제조업",서울 금천구,경력 4~10년,대졸↑,정규직,~08/14(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54472930,유아이엘
54266519,해외영업,2026-07-19 15:46:59,2026-06-24,등록일,(주)신세계인터내셔날,신세계인터내셔날 코스메틱브랜드 영업/오퍼레이션 구인(계약직),"브랜드MD, ,, 리테일MD, ,, 영업MD, ,, 뷰티",서울 중구,경력 2~8년,대졸↑,계약직,~07/24(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54266519,신세계인터내셔날
53946067,해외영업,2026-07-19 15:46:59,2026-07-13,수정일,(주)제노레이,[신입/경력] 국내/해외 CS엔지니어 모집(성남/부산/대전/광주),"정비기사, ,, A/S기사, ,, 기계수리, ,, 제조업 회사본사",경기 성남시 중원구,신입·경력,초대졸↑,정규직,오늘마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=53946067,제노레이
54397072,해외영업,2026-07-19 15:46:59,2026-07-07,등록일,롯데관광개발(주),[롯데관광개발(주)] 해외영업팀 채용 (신입/경력),"여행사, ,, 여행사",서울 종로구,신입·경력,초대졸↑,정규직,~09/05(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54397072,롯데관광개발
54247738,해외영업,2026-07-19 15:46:59,2026-06-22,등록일,(주)바이오노트,[계약직/신입-경력] 외자 ODM 담당 구매팀 사원,"조달구매, ,, 구매, ,, 자재구매, ,, 구매관리, ,, 구매기획, 외",경기 화성시,신입·경력,대졸↑,계약직,오늘마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54247738,바이오노트
54473187,해외영업,2026-07-19 15:46:59,2026-07-15,등록일,(주)와이지-원,(주)와이지-원 경영기획본부 해외법인팀 신입사원 채용,"해외법인관리, ,, 금속재료",인천 연수구,신입,대졸↑,정규직,~08/14(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54473187,와이지-원
54148835,해외영업,2026-07-19 15:46:59,2026-07-09,수정일,(주)데이원컴퍼니,[포도 스피킹][경력] 일본사업 개발 매니저,"해외영업, ,, 영업관리, ,, 영업, ,, 영업기획, ,, 영업지원, 외",서울 강남구,경력 3~5년,학력무관,정규직,~08/10(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54148835,데이원컴퍼니
54363336,해외영업,2026-07-19 15:46:59,2026-07-14,수정일,삼일제약,[삼일제약] 영업기획/관리 담당 모집 (계약직),"영업, ,, 영업전략, ,, 영업기획, ,, 거래처영업, ,, 상품기획, 외",서울 서초구,신입·경력,대졸↑,계약직,오늘마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54363336,삼일제약
54464531,해외영업,2026-07-19 15:46:59,2026-07-14,등록일,(주)하이비젼시스템,물류팀 팀장 채용,"물류관리, ,, 물류기획, ,, 기계설계",경기 성남시 중원구,경력 12~16년,대졸↑,정규직,~08/13(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54464531,하이비젼시스템
54464512,해외영업,2026-07-19 15:46:59,2026-07-14,등록일,(주)하이비젼시스템,2차전지실 영업 경력직 채용,"기술영업, ,, 정밀광학",경기 성남시 중원구,경력 4~17년,대졸↑,정규직,~08/13(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54464512,하이비젼시스템
54486402,해외영업,2026-07-19 15:46:59,2026-07-16,등록일,(주)카스,(주)카스 제품기획팀 팀원 모집,"상품기획, ,, 자동제어",서울 강동구,신입·경력,대졸↑,정규직,~08/15(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54486402,카스
54324581,해외영업,2026-07-19 15:46:59,2026-06-30,등록일,(주)피제이전자,(주)피제이전자 영업팀 직원 모집,"해외영업관리, ,, 영업, ,, 바이어발굴/관리, ,, 무역거래, ,, 기업영업, 외",경기 부천시 오정구,경력무관,초대졸↑,정규직,~07/30(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54324581,피제이전자
54464527,해외영업,2026-07-19 15:46:59,2026-07-14,등록일,(주)하이비젼시스템,재무회계팀 해외 법인관리 경력직 채용,"전략구매, ,, 구매, ,, 자재구매, ,, 구매관리, ,, 기계설계",경기 성남시 중원구,경력 4~12년,대졸↑,정규직,~08/13(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54464527,하이비젼시스템
54415599,해외영업,2026-07-19 15:46:59,2026-07-09,등록일,(주)에스에너지,[  서울 ] 에스에너지 국내 영업 담당자 채용,"영업, ,, 영업직, ,, 에너지",서울 송파구,신입·경력,학력무관,정규직,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54415599,에스에너지
54307393,해외영업,2026-07-19 15:46:59,2026-06-29,등록일,(주)디오,(주)디오 수도권 투명교정 영업 채용,"영업, ,, 치기공사, ,, 치과위생사, ,, 바이오",서울 강서구,경력 3~5년,대졸↑,정규직,~07/29(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54307393,디오
54403232,해외영업,2026-07-19 15:46:59,2026-07-08,수정일,현대약품(주),[현대약품] ETC 병원영업 채용(대전/충청),"영업직, ,, 제약영업, ,, 병원영업, ,, ETC영업, ,, 의약·제약",대전 중구,경력 1~5년,대졸↑,정규직,~08/09(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54403232,현대약품
54319086,해외영업,2026-07-19 15:46:59,2026-06-30,수정일,(주)이스트소프트,일본 사업개발 및 Product PM,"RFP(제안요청서), ,, 브랜드기획, ,, 트렌드분석, ,, 신사업기획, ,, 시장조사, 외",서울전체,경력2년↑,고졸↑,정규직,~07/29(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54319086,이스트소프트
54395054,해외영업,2026-07-19 15:46:59,2026-07-10,수정일,㈜신원,(주)신원 수출부문 Sourcing Strategy 경력 채용,"투자전략, ,, 경영관리, ,, 경영분석, ,, 시장조사, ,, 사업관리, 외",서울 마포구,경력10년↑,대졸↑,정규직,~07/31(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54395054,신원
54389789,해외영업,2026-07-19 15:46:59,2026-07-10,수정일,(주)일진파워,(주)일진파워 원자력 프로젝트 관리·영업 모집,"해외영업관리, ,, 해외영업지원, ,, 사업기획, ,, 사업관리, ,, 원자력, 외",서울 강서구,신입·경력,대졸↑,정규직,~08/06(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54389789,일진파워
54346802,해외영업,2026-07-19 15:46:59,2026-07-02,수정일,재영솔루텍(주),[AF사업부] 구매외주파트 채용,"개발구매, ,, 전략구매, ,, 자재구매, ,, 구매관리, ,, 외자구매, 외",서울 서초구,경력3년↑,대졸↑,정규직,~07/31(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54346802,재영솔루텍
54452852,해외영업,2026-07-19 15:46:59,2026-07-14,수정일,(주)더네이쳐홀딩스,브롬톤(BROMPTON) 런던 자전거 바이크 운영팀 부문별 채용,"영업관리, ,, 영업, ,, 스포츠용품, ,, 물류관리, ,, CS, 외",서울 용산구,경력5년↑,대졸↑,정규직,~09/11(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54452852,더네이쳐홀딩스
54048784,해외영업,2026-07-19 15:46:59,2026-07-06,수정일,(주)클리오,2026년도 상반기 신입(인턴) 및 경력사원 채용,"해외영업관리, ,, 해외영업, ,, 해외영업지원, ,, 영업관리, ,, 영업, 외",서울 성동구,신입·경력,학력무관,,~07/30(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54048784,클리오
54410526,해외영업,2026-07-19 15:46:59,2026-07-08,등록일,(주)토니모리,㈜토니모리 아마존·쇼피 MD 채용,"시장조사, ,, 이커머스, ,, 기획MD, ,, 판매전략, ,, 트렌드분석, 외",서울 서초구,경력2년↑,대졸↑,정규직,~09/04(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54410526,토니모리
54158086,해외영업,2026-07-19 15:46:59,2026-07-14,수정일,(주)유니온바이오메트릭스,2026년 (주)유니온바이오메트릭스 영업부문 인력 모집,"영업관리, ,, 영업, ,, 거래처관리, ,, 영업전략, ,, 영업기획, 외",서울 송파구,신입·경력,학력무관,정규직,~08/15(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54158086,유니온
54448965,해외영업,2026-07-19 15:46:59,2026-07-13,등록일,(주)유신,(주)유신 건설사업관리부 해외분야 경력직 채용,"해외영업관리, ,, 해외영업지원, ,, 토목기술자, ,, 토목공사, ,, 토지·측량",서울 동작구,경력15년↑,대졸↑,계약직,~09/11(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54448965,유신
54172183,해외영업,2026-07-19 15:46:59,2026-07-16,수정일,(주)코텍,㈜코텍 재경팀 원가회계/영업팀 사무지원 담당,"영업관리, ,, 영업지원, ,, 원가회계, ,, 디스플레이",인천 연수구,신입·경력,초대졸↑,정규직,~08/14(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54172183,코텍
54361216,해외영업,2026-07-19 15:46:59,2026-07-03,등록일,(주)카스,(주)카스 엔지니어링사업부 팀원 모집,"영업, ,, 시스템영업, ,, 영업직, ,, 기술영업, ,, 가전제품",서울 강동구,경력,초대졸↑,정규직,~08/02(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54361216,카스
54448152,해외영업,2026-07-19 15:46:59,2026-07-14,수정일,(주)케이씨씨글라스,[KCC글라스] '26년 7월 신입/경력사원 수시 채용,"해외영업관리, ,, 해외영업, ,, 해외영업지원, ,, 영업관리, ,, 영업, 외",세종특별자치시,신입·경력,학력무관,,내일마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54448152,케이씨
54489466,해외영업,2026-07-19 15:46:59,2026-07-16,등록일,(주)신세계인터내셔날,[신세계인터내셔날] 라페르바 신규브랜드 담당 정규직 채용,"영업전략, ,, 영업기획, ,, 브랜드MD, ,, 뷰티",서울 중구,경력 4~10년,대졸↑,정규직,~08/15(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54489466,신세계인터내셔날
54433566,해외영업,2026-07-19 15:46:59,2026-07-16,수정일,(주)디아이비즈,보컨셉 판교 쇼룸 가구 판매 영업 매니저 채용,"유통영업, ,, 상담원, ,, 샵마스터, ,, 기업영업, ,, 고객관리, 외",경기 성남시 분당구,경력무관,학력무관,정규직,~07/31(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54433566,디아이
54486278,해외영업,2026-07-19 15:46:59,2026-07-16,등록일,현대자동차(주),[현대자동차] 재한 외국인 유학생 인턴십 (채용전환형) 채용,"서비스기획, ,, 사업관리, ,, 상품관리, ,, 자동차",서울 서초구,경력무관,대졸↑,인턴직,~08/07(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54486278,현대자동차
54449194,해외영업,2026-07-19 15:46:59,2026-07-13,등록일,부광약품㈜,[부광약품] 사업개발팀 채용,"제약/바이오, ,, 의약·제약",서울 동작구,경력8년↑,대졸↑,정규직,오늘마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54449194,부광약품
54257604,해외영업,2026-07-19 15:46:59,2026-07-13,수정일,(주)제노레이,[의료기기]  CS 지원업무 담당자 모집 (신입),"총무, ,, 경리, ,, 사무직, ,, 경리사무원, ,, 전표입력, 외",경기 성남시 중원구,신입,고졸↑,정규직,~08/22(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54257604,제노레이
54451731,해외영업,2026-07-19 15:46:59,2026-07-13,등록일,부광약품㈜,[부광약품] 사업개발팀장 채용,"제약/바이오, ,, 의약·제약",서울 동작구,경력8년↑,대졸↑,정규직,~07/31(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54451731,부광약품
54430027,해외영업,2026-07-19 15:46:59,2026-07-10,수정일,ELMOS Korea,영업지원 및 사무업무 직원 채용 (육휴 대체 약 1년 1개월~),"영업지원, ,, 총무, ,, 내방객응대, ,, 주문관리, ,, 사무행정, 외",경기 성남시 분당구,경력 2~20년,대졸↑,,~08/09(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54430027,ELM
54474066,해외영업,2026-07-19 15:46:59,2026-07-15,수정일,현대자동차(주),[ICT] Solution Architect - ERP SD 판매 모듈,"자동차, ,, 시스템설계, ,, 기획, ,, ERP, ,, ERP, 외",서울 서초구,경력5년↑,대졸↑,정규직,~07/29(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54474066,현대자동차
54217281,해외영업,2026-07-19 15:46:59,2026-07-08,수정일,(주)디케이티,각 부문별 하반기 공개 채용,"해외영업, ,, 해외시장개척, ,, 거래처관리, ,, 바이어발굴/관리, ,, 회계, 외",인천 부평구,신입·경력,초대졸↑,정규직,~07/31(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54217281,디케이티
54448378,해외영업,2026-07-19 15:46:59,2026-07-13,등록일,(주)파세코,온라인 영업 사원 채용,"온라인영업, ,, 영업직, ,, 소비재",경기 안산시 단원구,경력1년↑,초대졸↑,정규직·인턴직,~09/11(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54448378,파세코
54433703,해외영업,2026-07-19 15:46:59,2026-07-10,등록일,(주)디아이비즈,보컨셉 현대백화점 판교점 가구 판매 영업 매니저 채용,"유통영업, ,, 상담원, ,, 샵마스터, ,, 기업영업, ,, 고객관리, 외",경기 성남시 분당구,경력무관,학력무관,정규직,~07/31(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54433703,디아이
54419375,해외영업,2026-07-19 15:46:59,2026-07-09,수정일,호전실업(주),기계장치 개발자 채용,"QA/테스터, ,, 개발PM, ,, 기술지원, ,, H/W, ,, 의류·의상",서울전체,경력 3~10년,대졸↑,정규직,~08/07(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54419375,호전실업
54485198,해외영업,2026-07-19 15:46:59,2026-07-16,등록일,(주)태웅로직스,IT지원팀 경력직 채용,"유지보수, ,, 인프라, ,, 정보보안, ,, .NET, ,, 정보통신, 외",서울 서초구,경력 1~4년,초대졸↑,정규직,~08/02(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54485198,태웅로직스
54408263,해외영업,2026-07-19 15:46:59,2026-07-08,등록일,(주)그린플러스,(주)그린플러스 스마트팜 영업(관급·민간) 및 영업지원,"영업, ,, 영업전략, ,, 건설영업, ,, 관급공사, ,, 건설회사",서울 서초구,경력1년↑,학력무관,정규직,~08/07(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54408263,그린플러스
54396117,해외영업,2026-07-19 15:46:59,2026-07-08,수정일,(주)사람인에이치에스,[정규직/TOP 중견/내화물 산업/복지우수] 해외영업 경력직 채용,"해외영업관리, ,, 해외영업, ,, 해외영업지원, ,, 영업관리, ,, 영업, 외",서울전체,경력7년↑,대졸↑,정규직,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54396117,사람인
54459565,해외영업,2026-07-19 15:46:59,2026-07-14,등록일,한화오션(주),[상선사업부] 구매 경력사원 채용,"구매, ,, 선박",서울 중구,경력5년↑,대졸↑,정규직,~07/26(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54459565,한화오션
54224710,해외영업,2026-07-19 15:46:59,2026-06-19,등록일,(주)달바글로벌,달바글로벌[d'Alba Global] 품질(QC) 경력자 채용,"품질관리, ,, 화장품",서울 마포구,경력2년↑,초대졸↑,계약직,~08/18(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54224710,달바글로벌
54433251,해외영업,2026-07-19 15:46:59,2026-07-14,수정일,(주)클래시스,[클래시스] 프로젝트 매니저 경력직 채용,"연구원, ,, PM(프로젝트매니저), ,, 의료기기",서울 강남구,경력10년↑,대졸↑,정규직,~09/11(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54433251,클래시스
54124033,해외영업,2026-07-19 15:46:59,2026-07-13,수정일,(주)티에프이,(경기도 이천)기술영업 담당자를 모집합니다.,"영업관리, ,, 영업, ,, 영업전략, ,, 매출관리, ,, 전자",경기 이천시,경력무관,초대졸↑,정규직,~08/08(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54124033,티에프이
54187974,해외영업,2026-07-19 15:46:59,2026-06-23,수정일,(주)슈프리마,[슈프리마] 얼굴인식/영상보안 솔루션 영업 경력자 모집,"영업, ,, 보안솔루션영업, ,, 솔루션기술영업, ,, 전자",경기 성남시 분당구,경력4년↑,대졸↑,정규직,~08/15(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54187974,슈프리마
54449620,해외영업,2026-07-19 15:46:59,2026-07-13,수정일,(주)이스트소프트,AI B2B Product Sales & GTM Lead,"거래처관리, ,, 영업전략, ,, 거래처영업, ,, 고객관리, ,, IT영업, 외",서울전체,경력5년↑,고졸↑,정규직,~08/11(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54449620,이스트소프트
54469352,해외영업,2026-07-19 15:46:59,2026-07-15,수정일,현대모비스(주),[현대모비스] 샤시안전BU 해외 시험장 운영 계약직 채용(용인),"무역영어, ,, 통/번역, ,, 자동차부품",경기 용인시 기흥구,경력무관,고졸↑,계약직,~07/26(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54469352,현대모비스
54447530,해외영업,2026-07-19 15:46:59,2026-07-15,수정일,한양이엔지(주),부문별 수시채용 직원모집,"영업, ,, 거래처관리, ,, 웹마스터, ,, 유지보수, ,, 자동화설계, 외",대전전체,신입·경력,초대졸↑,,~07/21(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54447530,한양이엔지
54013944,해외영업,2026-07-19 15:46:59,2026-06-29,수정일,㈜휴니드테크놀러지스,(주)휴니드테크놀러지스 항공사업관리팀 경력직 채용,"사업관리, ,, 전자",인천 연수구,경력8년↑,대졸↑,정규직,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54013944,휴니드
54464028,해외영업,2026-07-19 15:46:59,2026-07-14,등록일,(주)보라티알,(주)보라티알 온라인MD 채용,"영업관리, ,, 온라인영업, ,, 유통영업, ,, 식품/음료영업, ,, B2C, 외",서울 강남구,경력 4~15년,학력무관,정규직,~08/13(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54464028,보라티알
54390411,해외영업,2026-07-19 15:46:59,2026-07-07,등록일,(주)지마켓,[홈페이지지원] [지마켓] 이커머스 영업 업무지원 (계약직),"영업지원, ,, 사무직, ,, 아웃바운드, ,, 오픈마켓",서울 강남구,신입,학력무관,계약직,~07/22(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54390411,지마켓
54257502,해외영업,2026-07-19 15:46:59,2026-06-23,등록일,티이엠씨씨엔에스(주),장비사업본부 기술영업팀 모집,"2D설계, ,, 현장관리자, ,, 고객관리, ,, 반도체, ,, 반도체",경기 안성시,경력 3~10년,고졸↑,정규직,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54257502,티이엠씨씨엔에스
54363349,해외영업,2026-07-19 15:46:59,2026-07-03,등록일,도이치모터스(주),[BMW도이치모터스㈜] BMW 한남전시장 영업사원 채용,"영업관리, ,, 자동차영업, ,, 지점관리자, ,, 영업직, ,, 매장관리, 외",서울 용산구,신입·경력,학력무관,,~08/02(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54363349,도이치모터스
54456961,해외영업,2026-07-19 15:46:59,2026-07-14,등록일,(주)엠씨넥스,(주)엠씨넥스 전장기술본부 직원 채용의 건,"공정엔지니어, ,, FPCB, ,, 장비설계, ,, SMT, ,, 생산기술, 외",인천 연수구,경력 1~8년,학력무관,정규직,오늘마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54456961,엠씨넥스
54427397,해외영업,2026-07-19 15:46:59,2026-07-10,수정일,동원산업(주),[동원산업] 해운사업팀 벙커 트레이딩 / 운반선 운항 담당,"영업관리, ,, 영업, ,, 거래처관리, ,, 거래처관리, ,, 선박, 외",서울 서초구,경력3년↑,대졸↑,정규직,~07/31(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54427397,동원산업
53967545,해외영업,2026-07-19 15:46:59,2026-07-10,수정일,(주)에이스테크놀로지,에이스테크놀로지 : 방산사업팀 경력직 채용,"사업관리, ,, 전자",인천 남동구,경력3년↑,초대졸↑,정규직,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=53967545,에이스테크
54307882,해외영업,2026-07-19 15:46:59,2026-06-29,등록일,(주)디아이비즈,보컨셉 신세계백화점 타임스퀘어점 가구 판매 영업 매니저 채용,"유통영업, ,, 상담원, ,, 샵마스터, ,, 기업영업, ,, 고객관리, 외",서울 영등포구,경력무관,초대졸↑,정규직,내일마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54307882,디아이
54247714,해외영업,2026-07-19 15:46:59,2026-06-22,수정일,(주)바이오노트,[계약직/신입-경력] 내자 담당 구매팀 사원,"조달구매, ,, 구매, ,, 자재구매, ,, 구매관리, ,, 구매기획, 외",경기 화성시,신입·경력,대졸↑,계약직,오늘마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54247714,바이오노트
54381139,해외영업,2026-07-19 15:46:59,2026-07-13,수정일,(주)케이엠,(주)케이엠 경영전략팀 신입 채용,"재무회계, ,, 원가회계, ,, 관리회계, ,, 회계, ,, 회계결산, 외",경기 화성시 동탄구,신입·경력,대졸↑,정규직,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54381139,케이엠
54257126,해외영업,2026-07-19 15:46:59,2026-06-23,등록일,(주)마니커,[본점] 닭고기는 마니커 영업지원 직원 채용,"영업관리, ,, 거래처관리, ,, 영업지원, ,, 고객관리, ,, 식품/음료영업, 외",경기 용인시 기흥구,경력무관,고졸↑,정규직,~07/23(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54257126,마니커
54460487,해외영업,2026-07-19 15:46:59,2026-07-14,등록일,도이치모터스(주),"[도이치모터스㈜] MINI 강남(압구정,신사) 전시장 영업사원 채용","영업관리, ,, 영업, ,, 영업직, ,, 자동차딜러, ,, 자동차매장",서울 강남구,경력무관,학력무관,,~09/12(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54460487,도이치모터스
54416923,해외영업,2026-07-19 15:46:59,2026-07-09,수정일,(주)피노,자금(사원-대리) 채용,"예산관리, ,, 예산관리, ,, 재무회계, ,, 재무, ,, 회계, 외",경기전체,신입·경력,고졸↑,정규직,~08/07(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54416923,피노
54452547,해외영업,2026-07-19 15:46:59,2026-07-13,등록일,(주)상상인,(주)상상인 본사 NW 영업 직군 신입 모집,"영업관리, ,, 영업전략, ,, 영업기획, ,, 영업지원, ,, 유지보수, 외",서울 영등포구,신입,초대졸↑,정규직,~08/12(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54452547,상상인
54322254,해외영업,2026-07-19 15:46:59,2026-06-30,등록일,도이치모터스(주),[BMW 도이치모터스㈜] 동대문 전시장 영업사원 채용,"영업관리, ,, 자동차영업, ,, 지점관리자, ,, 영업직, ,, 매장관리, 외",서울 동대문구,신입·경력,학력무관,,~07/30(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54322254,도이치모터스
54464521,해외영업,2026-07-19 15:46:59,2026-07-14,등록일,(주)하이비젼시스템,자동화 설비 개발 technical PM 경력직 채용,"장비영업, ,, PM(프로젝트매니저), ,, 기술영업, ,, 기계설계",경기 성남시 중원구,경력 4~10년,대졸↑,정규직,~08/13(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54464521,하이비젼시스템
54408690,해외영업,2026-07-19 15:46:59,2026-07-13,수정일,메리츠증권(주),법인파생영업팀 채용 (신입/경력),"영업관리, ,, 영업기획, ,, Java, ,, C++, ,, 증권사",서울 영등포구,신입·경력,학력무관,계약직,오늘마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54408690,메리츠증권
54471745,해외영업,2026-07-19 15:46:59,2026-07-15,수정일,(주)아이센스,㈜아이센스 계약직 채용(회계/생산관리/생산총무),"회계, ,, 생산, ,, 출납, ,, 회계결산, ,, 총무, 외",서울 서초구,신입·경력,대졸↑,계약직,~08/02(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54471745,아이센스
54364886,해외영업,2026-07-19 15:46:59,2026-07-13,수정일,산일전기(주),사업 확장에 따른 각 부문 경력 및 신입사원 모집,"해외영업관리, ,, 해외영업, ,, 해외영업지원, ,, 해외시장개척, ,, 영업전략, 외",경기 안산시,신입·경력,초대졸↑,정규직,~07/23(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54364886,산일전기
54229152,해외영업,2026-07-19 15:46:59,2026-06-19,수정일,(주)심텍,(주)심텍 장비구매/시스템개발/공정엔지니어 경력/신입 채용,"유지보수, ,, AI(인공지능), ,, 반도체, ,, SQL, ,, Android, 외",충북 청주시,신입·경력,대졸↑,정규직,~08/16(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54229152,심텍
54320797,해외영업,2026-07-19 15:46:59,2026-06-30,수정일,(주)휴비츠,디지털마케팅 ​담당자 채용,"홍보, ,, 언론홍보, ,, 시장조사, ,, 설문조사, ,, 마케팅전략, 외",경기전체,경력8년↑,대졸↑,정규직,~07/31(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54320797,휴비츠
54443851,해외영업,2026-07-19 15:46:59,2026-07-13,등록일,(주)에코프로,[에코프로] 경영전략 부문 경력 채용,"영업전략, ,, 사업관리, ,, 손익관리, ,, 해외법인관리, ,, 예산관리, 외",서울 서초구,경력1년↑,대졸↑,정규직,~07/26(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54443851,에코프로
54272469,해외영업,2026-07-19 15:46:59,2026-06-24,등록일,원텍 (주),[코스닥상장사] 원텍(주) 의료기기 서비스 엔지니어 채용,"유지보수, ,, 거래처영업, ,, 기술엔지니어, ,, 정비기사, ,, A/S기사, 외",경기 성남시 분당구,경력무관,초대졸↑,정규직,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54272469,원텍
54312437,해외영업,2026-07-19 15:46:59,2026-07-14,수정일,㈜LS네트웍스,프로-스펙스 서촌 플래그십 스토어 오픈 멤버 모집,"판매직, ,, 의류판매, ,, 상사",서울 종로구,경력 2~10년,학력무관,계약직,~07/21(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54312437,LS네트웍스
54255735,해외영업,2026-07-19 15:46:59,2026-06-23,등록일,도이치모터스(주),[BMW도이치모터스㈜] BMW 양재 전시장 영업사원 채용,"영업관리, ,, 자동차영업, ,, 지점관리자, ,, 매장관리, ,, 자동차매장",서울 서초구,신입·경력,학력무관,,~07/23(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54255735,도이치모터스
